año,kilometraje,cilindraje,marca,combustible,tipo_transmision,traccion,uso,zona,falla_frenos,falla_motor,falla_llantas,falla_direccion,falla_suspension,falla_luces,falla_espejos,resultado
2010,242528,1500,Renault,gasolina,manual,4x2,particular,rural,1,0,0,0,0,0,0,1
2006,268454,1800,Nissan,gasolina,automatica,4x2,publico,rural,0,1,0,1,1,1,1,0
2015,155794,1200,Fiat,gasolina,manual,4x2,particular,rural,0,0,1,0,1,0,0,0
2008,190741,1400,Chevrolet,gasolina,automatica,4x2,particular,urbano,0,0,0,0,1,1,1,1
2001,301043,1600,Hyundai,diesel,automatica,4x4,particular,urbano,1,1,1,0,1,1,0,1
2009,275536,1600,Renault,gasolina,automatica,4x2,particular,urbano,1,0,1,0,0,1,1,1
2014,125932,2000,Hyundai,gasolina,manual,4x4,particular,rural,0,0,0,1,0,0,0,1
2001,450000,2400,Toyota,diesel,manual,4x2,publico,urbano,1,1,1,1,0,0,1,1
2015,273830,1600,Hyundai,gasolina,manual,4x4,publico,urbano,0,1,0,0,1,1,1,0
2001,450000,1400,Hyundai,gasolina,automatica,4x2,particular,urbano,1,1,1,1,1,1,1,1
2012,169693,1500,Nissan,gasolina,automatica,4x2,particular,urbano,1,1,0,1,1,1,1,1
2000,446857,1400,Renault,gasolina,automatica,4x4,particular,urbano,1,1,0,1,1,0,0,1
2009,253268,1600,Hyundai,diesel,manual,4x4,particular,urbano,1,0,1,1,1,0,1,1
2009,248447,1200,Chevrolet,diesel,manual,4x2,particular,urbano,0,0,0,1,0,1,1,0
2018,200198,1400,Renault,gasolina,manual,4x2,publico,urbano,0,1,0,1,0,1,0,0
2023,23594,1500,Chevrolet,diesel,manual,4x2,publico,urbano,0,0,1,0,0,0,0,1
2011,376410,1400,Volkswagen,gasolina,automatica,4x4,publico,urbano,1,1,0,0,1,1,1,1
2023,12060,1600,Toyota,gasolina,manual,4x2,particular,urbano,0,0,0,0,0,0,0,0
2007,450000,1500,Nissan,gasolina,manual,4x2,publico,urbano,1,1,0,1,1,1,0,1
2008,340915,1200,Renault,gas,manual,4x2,publico,rural,0,1,1,1,0,1,1,1
2001,444359,1200,Renault,diesel,automatica,4x2,publico,urbano,1,0,0,1,0,1,1,1
2023,30329,1800,Ford,gasolina,manual,4x2,publico,rural,1,0,0,0,0,0,0,0
2021,35046,1600,Toyota,gasolina,automatica,4x2,particular,urbano,0,0,0,0,0,0,0,0
2018,91855,1200,Chevrolet,diesel,manual,4x2,particular,urbano,1,0,0,0,0,1,0,0
2000,436680,3000,Dodge,gasolina,manual,4x2,particular,urbano,0,1,1,1,1,1,0,0
2014,200275,2400,Hyundai,diesel,manual,4x2,particular,urbano,1,1,0,0,0,0,0,0
2002,420289,1400,Kia,gasolina,automatica,4x2,particular,urbano,1,1,1,1,1,1,0,0
2005,450000,2000,Toyota,gas,automatica,4x4,publico,urbano,0,1,1,1,1,1,1,1
2011,156439,1200,Renault,gas,manual,4x2,particular,urbano,1,0,0,1,0,0,1,0
2009,194121,1000,Renault,gasolina,automatica,4x4,publico,rural,1,0,1,1,1,0,0,1
2009,436301,2400,Toyota,gas,automatica,4x2,publico,urbano,0,1,1,1,1,1,0,1
2023,10178,1500,Suzuki,gasolina,automatica,4x2,particular,urbano,0,0,0,0,0,0,0,0
2004,279694,1200,Renault,diesel,automatica,4x2,particular,urbano,1,0,1,1,1,1,0,1
2003,154550,1000,Suzuki,gasolina,automatica,4x2,particular,urbano,1,1,1,1,1,0,1,0
1999,339356,1600,Hyundai,gasolina,manual,4x2,particular,urbano,1,1,1,0,1,1,1,1
2021,47302,1000,Renault,diesel,automatica,4x4,particular,urbano,0,0,0,0,0,0,0,0
2004,450000,2400,Honda,gasolina,manual,4x2,publico,urbano,1,1,0,1,0,0,0,0
2020,80563,1500,Volkswagen,diesel,automatica,4x2,particular,urbano,0,0,0,0,1,0,1,0
2019,61557,1600,Mazda,gasolina,automatica,4x2,particular,urbano,0,0,0,0,0,0,0,0
2019,58253,1800,Toyota,gasolina,manual,4x4,particular,urbano,0,0,0,0,0,0,0,0
2002,304184,1600,Mazda,gasolina,manual,4x2,particular,urbano,1,0,1,0,1,1,1,1
2007,450000,1500,Honda,gasolina,automatica,4x2,publico,rural,1,1,0,1,1,1,1,1
2020,47044,2000,Dodge,gasolina,manual,4x2,particular,urbano,0,0,0,1,0,0,0,0
2005,163629,1200,Kia,gasolina,manual,4x2,particular,urbano,1,0,0,0,0,0,1,0
2012,240817,1000,Chevrolet,diesel,manual,4x4,publico,urbano,0,0,1,1,1,0,0,1
2001,427334,1500,Ford,gasolina,automatica,4x2,particular,rural,1,1,0,0,1,1,1,1
2006,401048,1400,Volkswagen,gasolina,manual,4x2,publico,rural,1,0,0,1,1,1,1,0
2017,97915,1500,Kia,diesel,automatica,4x2,particular,urbano,0,0,0,0,0,1,0,1
2020,43329,2400,Toyota,gas,automatica,4x2,particular,urbano,0,0,0,0,0,0,0,1
2022,43295,1500,Kia,gasolina,manual,4x2,publico,urbano,0,0,0,0,0,1,0,0
2008,145360,3000,Dodge,gasolina,manual,4x4,particular,urbano,1,0,1,1,1,1,1,1
2013,143813,2000,Ford,diesel,manual,4x4,particular,urbano,1,1,0,1,0,0,1,0
1999,394007,1400,Kia,gasolina,manual,4x2,particular,urbano,1,1,0,1,1,0,0,1
2018,199741,2500,Mitsubishi,gasolina,manual,4x4,publico,urbano,0,0,1,0,1,0,0,1
2013,195160,1000,Kia,gasolina,automatica,4x2,particular,urbano,0,0,0,0,1,1,0,0
2020,80569,1500,Toyota,gasolina,manual,4x2,particular,urbano,0,0,0,0,1,1,1,1
2019,161438,1500,Chevrolet,gasolina,manual,4x2,publico,urbano,0,1,0,1,0,1,0,1
2005,402463,1400,Renault,gasolina,manual,4x2,publico,urbano,1,0,1,1,1,1,0,1
2008,444426,1400,Suzuki,gasolina,automatica,4x2,publico,rural,1,1,0,1,1,1,0,1
2006,296945,2000,Hyundai,gasolina,automatica,4x2,particular,rural,1,1,1,1,0,1,0,1
2015,107478,1200,Renault,gasolina,automatica,4x2,particular,rural,1,1,1,0,0,0,1,1
2014,141026,2000,Mazda,gasolina,automatica,4x2,particular,rural,0,0,0,1,1,0,1,0
1998,450000,1200,Renault,gas,manual,4x2,particular,urbano,1,1,1,1,0,0,1,1
2016,160272,2000,Toyota,gasolina,manual,4x2,publico,urbano,1,1,1,0,1,0,0,1
2011,135427,1500,Toyota,gasolina,manual,4x2,particular,rural,1,1,1,1,1,0,0,0
2006,184819,1400,Ford,diesel,manual,4x2,particular,rural,1,0,1,0,1,0,1,1
2006,438853,1600,Renault,diesel,manual,4x4,publico,rural,1,1,1,0,1,0,1,1
2012,123999,1400,Suzuki,gas,manual,4x2,particular,urbano,0,1,0,0,0,1,0,0
2007,324062,1600,Toyota,gasolina,manual,4x4,publico,urbano,1,0,0,1,1,0,1,1
2022,33246,1500,Ford,gasolina,manual,4x2,particular,urbano,0,0,0,0,0,0,0,0
2011,216362,1600,Toyota,diesel,automatica,4x4,particular,urbano,0,0,0,1,0,1,1,0
2007,361267,1500,Ford,gasolina,automatica,4x4,publico,rural,0,1,1,0,1,0,1,1
2012,167544,1000,Fiat,diesel,manual,4x2,particular,urbano,1,0,0,1,1,1,0,0
2012,394618,1800,Volkswagen,gasolina,manual,4x2,publico,urbano,0,1,0,0,1,1,0,1
2023,20973,1400,Hyundai,diesel,automatica,4x4,particular,rural,0,0,1,0,1,0,0,0
2022,23570,1600,Hyundai,gasolina,manual,4x2,particular,rural,0,0,0,0,0,0,0,0
2002,259469,1500,Toyota,gasolina,manual,4x2,particular,urbano,1,1,1,1,0,1,0,1
2018,92247,1000,Renault,gasolina,manual,4x2,particular,rural,0,0,0,0,0,1,0,0
2001,450000,1200,Suzuki,gasolina,manual,4x2,publico,rural,1,1,0,1,1,1,1,1
2000,450000,1800,Peugeot,gasolina,manual,4x2,publico,urbano,1,1,0,0,0,1,0,1
2019,118141,1200,Kia,gasolina,automatica,4x4,publico,urbano,1,0,1,0,1,1,1,1
2008,450000,1200,Kia,gasolina,automatica,4x2,publico,rural,0,1,1,0,1,0,0,1
1998,450000,2400,Mitsubishi,gasolina,manual,4x2,publico,urbano,1,1,1,1,1,0,1,1
2011,315716,1000,Chevrolet,gasolina,manual,4x2,publico,urbano,1,0,0,0,1,1,0,0
2017,139106,1500,Renault,gasolina,automatica,4x2,publico,urbano,0,1,1,0,0,0,0,1
2002,393866,1000,Chevrolet,gasolina,manual,4x2,particular,urbano,0,1,1,1,1,1,0,1
2000,450000,1600,Nissan,gasolina,manual,4x4,publico,rural,0,1,1,1,1,1,1,1
2000,450000,1500,Hyundai,gasolina,automatica,4x2,publico,urbano,1,1,0,1,1,0,1,1
2004,291838,1800,Ford,gasolina,manual,4x2,particular,urbano,1,0,1,1,1,0,1,1
2015,135271,1000,Kia,diesel,manual,4x2,publico,urbano,1,1,1,1,0,1,0,1
2003,255201,2400,Mazda,diesel,manual,4x4,particular,urbano,1,1,1,1,1,1,1,1
2011,286750,1200,Renault,diesel,automatica,4x2,particular,rural,1,1,1,0,1,1,1,0
2015,221908,1500,Chevrolet,gas,manual,4x2,publico,urbano,1,0,1,0,0,0,1,1
2007,211051,1200,Suzuki,gasolina,manual,4x2,particular,rural,0,1,0,1,1,0,0,0
2017,62821,1400,Kia,diesel,automatica,4x2,particular,rural,0,1,1,0,0,0,0,1
2012,172538,1000,Kia,gasolina,manual,4x2,particular,urbano,0,0,1,0,0,0,1,0
2023,16249,1200,Chevrolet,gasolina,automatica,4x4,particular,rural,0,0,0,0,1,0,0,0
2009,437611,1500,Nissan,gasolina,manual,4x2,publico,rural,1,1,0,1,1,0,1,1
2014,202688,2000,Toyota,gasolina,manual,4x2,particular,urbano,0,0,0,1,1,1,0,1
2016,152423,2000,Mazda,gasolina,manual,4x2,particular,urbano,0,0,0,0,1,1,0,0
2021,47242,2000,Ford,gasolina,automatica,4x2,particular,urbano,1,0,0,0,1,0,0,1
2007,390777,1500,Toyota,gasolina,manual,4x4,publico,urbano,0,1,0,0,0,0,1,0
2005,372318,2400,Toyota,gasolina,manual,4x2,particular,urbano,1,0,1,1,1,0,0,1
2006,113361,1800,Toyota,diesel,manual,4x2,particular,urbano,0,0,0,1,0,1,0,1
2004,437181,1000,Renault,gasolina,automatica,4x2,particular,rural,0,1,0,1,0,1,0,0
2020,40473,2000,Ford,gasolina,manual,4x2,publico,rural,0,0,1,0,0,0,1,1
2004,450000,1500,Fiat,gasolina,manual,4x2,publico,rural,1,1,1,1,1,0,1,1
2020,56842,2000,Hyundai,gasolina,automatica,4x2,particular,rural,0,0,0,0,0,0,0,1
2015,151317,1200,Renault,gasolina,manual,4x2,particular,urbano,1,1,0,1,0,0,0,1
2021,64249,2000,Toyota,diesel,manual,4x2,publico,urbano,0,0,1,1,0,0,0,1
2014,179533,1400,Hyundai,gas,automatica,4x2,particular,rural,0,0,1,1,0,0,0,0
2003,269440,1600,Chevrolet,diesel,automatica,4x2,particular,rural,1,0,1,1,1,0,0,0
2005,450000,2400,Mitsubishi,gasolina,manual,4x2,publico,rural,1,1,1,1,1,0,1,1
2013,139611,2400,Mazda,diesel,automatica,4x4,particular,rural,1,1,0,0,0,0,1,0
2014,235486,1600,Ford,gasolina,automatica,4x2,publico,rural,1,0,1,0,0,0,1,1
2008,328371,1600,Chevrolet,gasolina,manual,4x4,particular,rural,0,0,1,1,0,1,0,0
2021,47358,3000,Mitsubishi,gasolina,automatica,4x2,publico,rural,0,0,0,0,0,1,0,0
2007,244049,1600,Chevrolet,diesel,automatica,4x4,publico,rural,1,1,1,1,1,1,1,1
2000,450000,1500,Chevrolet,gasolina,manual,4x4,particular,urbano,1,1,1,1,1,1,1,1
2022,36379,2400,Volkswagen,gasolina,manual,4x4,publico,rural,1,0,0,0,1,0,0,0
1998,450000,1400,Renault,gasolina,manual,4x2,publico,urbano,1,1,1,0,1,0,1,1
2013,175741,1500,Volkswagen,gasolina,manual,4x2,particular,urbano,0,1,0,0,0,0,0,0
2002,195505,1500,Chevrolet,gasolina,automatica,4x4,particular,urbano,0,0,0,0,0,0,0,0
2020,58626,1800,Toyota,diesel,manual,4x4,particular,rural,0,0,0,1,0,1,0,0
2009,125803,1500,Chevrolet,gasolina,automatica,4x4,particular,urbano,1,0,0,0,0,0,0,0
2000,226805,1000,Renault,gasolina,automatica,4x4,particular,urbano,0,1,1,1,1,0,0,1
2022,29711,3500,Dodge,gasolina,automatica,4x2,particular,rural,0,0,0,0,0,0,0,1
1998,413522,1400,Hyundai,gasolina,automatica,4x4,particular,urbano,1,1,1,1,1,1,1,1
2011,223603,1500,Ford,gasolina,manual,4x4,particular,rural,0,1,0,1,0,1,0,1
2002,400923,1600,Renault,gasolina,automatica,4x2,particular,rural,0,1,1,1,1,1,0,1
2009,233373,1400,Renault,gasolina,manual,4x4,particular,urbano,0,0,1,0,0,1,0,1
2001,216046,2000,Ford,diesel,automatica,4x2,particular,rural,0,1,0,1,1,1,0,1
2018,110394,1600,Mazda,gasolina,manual,4x2,particular,urbano,0,0,1,0,0,1,0,0
2014,93893,1000,Chevrolet,gasolina,manual,4x4,particular,rural,1,1,0,1,1,1,0,1
2011,289192,1500,Volkswagen,gasolina,automatica,4x4,particular,urbano,0,0,0,0,0,1,1,0
2023,16480,1500,Toyota,gasolina,automatica,4x4,particular,urbano,0,0,0,0,0,0,0,0
2016,188161,1600,Suzuki,gasolina,manual,4x2,particular,urbano,1,0,1,1,0,1,0,1
2020,89463,2400,Toyota,gasolina,automatica,4x2,particular,rural,0,0,0,1,0,0,0,0
2008,250232,1400,Chevrolet,gas,manual,4x4,particular,urbano,1,0,0,0,0,1,0,0
2017,89567,1500,Chevrolet,gasolina,automatica,4x2,particular,rural,1,0,0,1,0,0,1,1
2008,202608,1500,Toyota,gasolina,manual,4x2,particular,urbano,1,0,1,0,0,0,0,0
2018,158362,1200,Suzuki,gasolina,manual,4x2,publico,rural,0,0,0,1,1,0,1,1
2010,150194,2000,Honda,diesel,automatica,4x4,particular,rural,1,1,1,0,0,0,1,1
1999,450000,1800,Mazda,gasolina,manual,4x2,particular,urbano,1,1,0,1,1,0,1,1
2023,11505,1500,Suzuki,gasolina,automatica,4x2,particular,urbano,0,0,1,0,0,0,0,0
2001,358980,1000,Renault,gasolina,manual,4x2,particular,rural,1,1,1,1,1,0,0,1
2008,296018,1500,Mazda,gasolina,automatica,4x2,particular,urbano,0,1,1,1,0,0,1,0
2002,434147,2000,Nissan,gasolina,automatica,4x4,particular,urbano,1,0,1,0,1,0,0,1
2001,420147,2000,Toyota,diesel,automatica,4x2,particular,urbano,0,1,1,0,1,1,1,1
2012,412362,1400,Chevrolet,gasolina,manual,4x2,publico,rural,1,0,0,1,1,1,1,0
2001,437990,1200,Kia,gasolina,automatica,4x2,publico,urbano,0,1,0,1,1,0,1,0
2022,25501,1400,Kia,diesel,manual,4x4,particular,urbano,0,0,0,0,0,0,0,1
2019,119718,1400,Toyota,gasolina,automatica,4x2,publico,rural,1,1,0,1,0,0,0,0
1998,274742,1000,Chevrolet,gas,manual,4x4,particular,urbano,1,0,1,1,1,1,1,1
2018,166052,1400,Renault,diesel,automatica,4x2,publico,urbano,0,0,1,1,0,1,1,1
2002,143874,1400,Kia,gasolina,manual,4x4,particular,rural,1,1,1,0,1,1,1,1
2022,22503,1500,Chevrolet,gasolina,automatica,4x2,particular,urbano,0,0,0,0,0,0,0,1
2001,271419,1800,Hyundai,gas,automatica,4x2,particular,rural,0,0,1,1,1,0,0,0
2004,371052,1400,Toyota,gasolina,automatica,4x2,particular,urbano,1,1,1,1,0,1,1,1
2019,106740,1600,Kia,diesel,automatica,4x2,particular,urbano,0,0,0,0,0,0,1,0
2000,241832,1200,Renault,gasolina,manual,4x2,particular,urbano,1,1,1,1,1,1,1,1
2023,26558,1600,Nissan,gasolina,manual,4x4,publico,rural,0,1,0,0,1,0,0,0
2000,426326,1600,Chevrolet,gasolina,manual,4x2,particular,urbano,1,1,1,0,1,1,0,1
2017,209360,2400,Ford,gasolina,automatica,4x2,publico,rural,1,0,1,1,0,1,0,1
2017,80606,1600,Ford,gas,manual,4x4,particular,urbano,1,1,0,0,1,0,0,0
1998,145166,1800,Toyota,gasolina,automatica,4x4,particular,urbano,1,1,1,1,1,1,1,1
2006,218331,1800,Hyundai,gasolina,manual,4x2,particular,urbano,1,1,0,1,1,0,0,1
2019,60031,1200,Kia,gasolina,automatica,4x4,particular,rural,0,0,1,1,0,0,0,0
2015,207538,1400,Chevrolet,gas,manual,4x4,publico,urbano,1,1,1,1,1,0,0,1
2012,187326,1400,Toyota,gas,manual,4x4,particular,urbano,0,0,0,1,0,0,1,0
2014,175453,2400,Mazda,gasolina,automatica,4x2,particular,urbano,0,0,1,1,1,0,0,1
2011,391623,3500,Peugeot,gasolina,manual,4x4,publico,urbano,1,1,1,0,0,0,1,1
2016,183699,1200,Chevrolet,gasolina,automatica,4x4,particular,urbano,0,0,0,0,0,0,0,0
1998,445912,1400,Chevrolet,diesel,manual,4x2,particular,urbano,1,0,0,0,0,1,1,1
2022,28327,2400,Nissan,diesel,manual,4x2,particular,urbano,0,0,0,0,0,0,0,0
2012,167108,1600,Toyota,gasolina,automatica,4x4,particular,urbano,0,1,1,0,0,1,1,1
2023,18474,1400,Renault,gas,automatica,4x2,particular,urbano,0,0,0,0,0,0,0,0
2016,81894,1800,Hyundai,diesel,manual,4x4,particular,urbano,0,0,1,0,0,0,1,1
2012,200310,1000,Kia,diesel,manual,4x2,particular,urbano,0,1,0,0,1,1,0,0
2006,130826,1600,Renault,gasolina,manual,4x4,particular,urbano,1,0,0,1,0,0,0,1
2006,202886,1500,Nissan,gas,manual,4x2,particular,urbano,1,1,0,1,0,0,0,1
2023,22453,1500,Kia,diesel,manual,4x4,publico,urbano,0,0,0,0,0,0,0,0
1999,450000,1200,Renault,diesel,manual,4x2,particular,rural,1,0,1,0,1,1,1,1
2004,450000,1400,Chevrolet,diesel,manual,4x2,publico,urbano,0,1,1,1,1,1,0,1
2008,399512,2000,Toyota,gasolina,automatica,4x2,publico,urbano,1,1,1,1,0,1,1,1
2008,440569,1600,Mazda,diesel,automatica,4x2,publico,urbano,0,1,1,1,0,1,1,1
2011,188621,1400,Hyundai,gasolina,manual,4x4,particular,rural,1,0,0,1,1,1,1,1
2001,305885,1000,Kia,gasolina,manual,4x4,particular,urbano,1,1,1,1,1,1,1,1
2008,205548,1200,Kia,gasolina,automatica,4x2,publico,urbano,0,0,0,0,1,1,1,0
2016,140179,1800,Toyota,gas,automatica,4x2,particular,rural,0,0,0,1,0,1,0,0
2013,162128,1800,Honda,gas,manual,4x2,particular,urbano,0,0,0,0,0,0,1,0
2004,230091,2000,Honda,gasolina,manual,4x2,particular,urbano,1,1,1,0,0,0,0,1
2016,107345,1600,Volkswagen,gasolina,manual,4x4,particular,urbano,0,0,1,1,1,0,0,1
2001,297780,1600,Suzuki,gasolina,manual,4x4,particular,urbano,1,1,1,1,1,1,1,1
2007,168325,2000,Toyota,diesel,manual,4x4,particular,rural,0,0,1,1,1,1,0,1
2002,450000,1400,Chevrolet,diesel,automatica,4x2,publico,urbano,1,1,1,1,1,0,1,1
2002,335877,1400,Mazda,diesel,automatica,4x2,publico,urbano,1,1,0,1,1,1,1,0
2009,208925,1500,Toyota,gasolina,manual,4x2,particular,urbano,1,0,0,1,0,0,1,1
2007,298978,2000,Mitsubishi,gasolina,automatica,4x4,particular,rural,1,1,1,0,1,0,0,1
2010,209782,1400,Mazda,gasolina,automatica,4x4,particular,urbano,1,0,0,1,1,0,0,1
2010,131589,2400,Ford,gasolina,automatica,4x2,particular,urbano,0,1,0,1,0,0,1,0
2012,190683,1600,Renault,gasolina,automatica,4x2,particular,urbano,0,1,1,1,1,0,1,1
2012,139485,1600,Toyota,gasolina,manual,4x4,particular,rural,1,1,1,0,0,1,0,1
2020,102961,1800,Mazda,gasolina,manual,4x2,publico,urbano,0,0,1,0,0,0,0,0
2009,254044,2400,Toyota,gasolina,manual,4x4,particular,rural,0,1,0,0,1,0,0,0
2008,235873,1400,Renault,gasolina,automatica,4x2,publico,rural,1,1,1,1,1,1,0,0
2015,164278,1600,Honda,diesel,automatica,4x2,particular,rural,1,1,1,1,1,0,0,1
2021,55994,1600,Kia,gasolina,automatica,4x2,particular,rural,0,0,0,1,1,0,0,0
2012,250315,1000,Renault,gasolina,automatica,4x2,publico,rural,0,1,0,0,0,0,0,1
1999,428964,1400,Toyota,gasolina,automatica,4x2,particular,rural,1,1,1,1,1,1,1,1
2021,32479,1600,Hyundai,diesel,automatica,4x2,particular,urbano,0,0,0,0,0,0,0,0
2014,248809,1500,Chevrolet,gasolina,manual,4x2,publico,urbano,0,1,1,1,0,0,0,0
2011,180510,1800,Volkswagen,diesel,manual,4x2,particular,urbano,1,0,1,1,1,1,0,0
2001,450000,1000,Renault,gasolina,manual,4x4,publico,urbano,0,0,0,1,1,1,1,0
2012,314536,1000,Chevrolet,gasolina,automatica,4x4,publico,urbano,1,0,0,0,0,1,1,0
2006,318175,1000,Kia,diesel,manual,4x2,particular,urbano,0,0,0,0,1,1,1,1
1998,237450,1500,Kia,gasolina,manual,4x2,particular,urbano,1,1,1,1,1,0,0,0
1999,394683,1800,Mazda,diesel,manual,4x4,particular,urbano,1,0,1,1,1,1,0,0
2002,450000,1400,Kia,diesel,automatica,4x2,publico,rural,1,1,1,1,1,1,0,1
2017,92600,2000,Honda,diesel,automatica,4x2,particular,urbano,0,0,0,1,0,0,1,0
2011,199073,1200,Chevrolet,gasolina,automatica,4x2,particular,urbano,0,1,0,1,0,1,1,1
2018,170490,1400,Renault,gas,manual,4x2,publico,urbano,0,1,1,1,1,1,0,0
2017,87249,1200,Renault,gasolina,automatica,4x2,publico,urbano,1,1,1,1,0,0,1,1
1998,450000,1600,Hyundai,gas,manual,4x2,particular,urbano,1,1,1,1,0,0,1,1
2010,268689,1800,Honda,gasolina,manual,4x2,particular,urbano,1,0,0,1,1,1,0,1
2022,25274,1400,Renault,gas,automatica,4x2,particular,urbano,0,0,0,0,0,0,0,0
2013,202407,1400,Hyundai,diesel,manual,4x2,particular,urbano,1,0,0,0,0,0,1,0
2007,251614,1400,Kia,gas,manual,4x4,particular,rural,1,0,0,1,1,1,1,0
2003,238280,1500,Kia,diesel,manual,4x2,particular,urbano,0,1,1,1,0,1,1,1
2009,450000,2000,Dodge,gas,automatica,4x2,publico,rural,1,1,0,1,1,1,1,1
2003,434396,2000,Volkswagen,gasolina,automatica,4x2,particular,urbano,0,0,1,1,1,1,0,1
2005,277161,1500,Mazda,gasolina,manual,4x4,particular,urbano,0,0,0,0,1,0,0,1
2017,149975,1000,Chevrolet,gasolina,automatica,4x4,publico,urbano,0,1,1,1,1,1,1,1
2004,416302,2400,Nissan,gasolina,automatica,4x2,publico,urbano,0,1,1,1,1,1,1,1
2018,114642,1200,Renault,gasolina,automatica,4x2,particular,urbano,0,1,0,0,0,1,1,0
2023,26188,1600,Toyota,gasolina,manual,4x4,publico,urbano,1,0,1,0,0,0,0,0
2022,35090,1600,Nissan,gasolina,manual,4x2,particular,urbano,0,0,0,1,0,1,0,0
2013,149323,3000,Mitsubishi,gasolina,manual,4x4,particular,urbano,0,1,1,1,1,1,0,1
2003,254344,2400,Mazda,gasolina,automatica,4x4,particular,urbano,0,0,1,0,0,0,1,1
2000,236386,1500,Renault,gasolina,automatica,4x2,particular,urbano,0,1,1,1,0,1,1,1
2001,450000,1600,Suzuki,gasolina,manual,4x2,publico,urbano,1,1,1,1,0,1,0,1
1999,297687,1800,Mazda,gas,manual,4x2,particular,urbano,0,1,1,1,1,1,0,1
2000,450000,1500,Chevrolet,gasolina,automatica,4x2,publico,urbano,1,1,1,0,1,1,1,1
2019,80984,2400,Hyundai,diesel,automatica,4x2,particular,urbano,0,1,0,0,0,0,1,1
2023,15558,2000,Mitsubishi,gasolina,manual,4x2,particular,rural,0,1,0,1,0,0,0,0
2007,209890,1500,Hyundai,gasolina,automatica,4x2,particular,urbano,1,0,0,0,1,1,0,1
1999,450000,1600,Hyundai,gasolina,automatica,4x2,particular,rural,1,1,0,1,1,1,0,1
2018,131766,1600,Renault,gasolina,automatica,4x2,particular,rural,0,1,1,1,0,0,0,1
2002,450000,2000,Volkswagen,gasolina,manual,4x2,publico,urbano,1,0,1,1,1,0,1,1
2002,341851,1400,Hyundai,gasolina,manual,4x4,particular,urbano,1,1,1,1,1,1,1,1
2012,170240,1200,Chevrolet,gasolina,automatica,4x2,particular,urbano,0,1,0,0,1,1,1,0
2018,117968,1500,Hyundai,gasolina,automatica,4x4,publico,urbano,1,0,0,0,0,1,0,0
2009,215012,1500,Ford,diesel,manual,4x2,particular,urbano,0,0,0,1,1,1,0,0
2020,68139,1600,Renault,gasolina,automatica,4x2,publico,urbano,1,0,0,1,0,0,1,1
2014,149366,1600,Renault,gas,manual,4x2,particular,rural,1,1,0,1,0,0,0,1
2011,224058,1000,Kia,gasolina,automatica,4x2,particular,urbano,0,1,0,1,1,0,0,1
1999,450000,1600,Chevrolet,gasolina,automatica,4x2,publico,urbano,1,1,1,0,1,1,1,1
2009,238936,2000,Toyota,gasolina,manual,4x2,particular,urbano,0,0,0,0,1,1,1,0
2007,357830,1200,Renault,gasolina,manual,4x2,particular,urbano,1,1,0,1,1,0,0,0
2016,147993,2000,Mazda,gasolina,automatica,4x4,particular,urbano,0,0,0,0,1,0,1,0
2021,122756,1500,Renault,gasolina,manual,4x2,publico,rural,0,0,0,0,1,0,0,0
2003,450000,1200,Kia,gasolina,automatica,4x2,publico,urbano,1,1,1,1,0,0,0,1
2001,423318,1200,Renault,gasolina,automatica,4x4,particular,rural,0,1,1,1,1,1,0,1
2001,450000,1600,Chevrolet,gas,manual,4x2,publico,rural,0,1,1,1,1,1,0,1
2004,253185,2400,Ford,gasolina,automatica,4x2,particular,urbano,0,1,0,1,1,1,1,1
2014,261484,1500,Renault,gasolina,manual,4x4,publico,rural,1,0,1,0,0,0,1,1
2019,105918,1200,Renault,gasolina,manual,4x2,publico,urbano,0,1,0,0,0,1,0,0
2001,433877,1800,Mitsubishi,gasolina,automatica,4x4,particular,rural,1,1,1,1,0,1,0,1
2018,98460,2000,Mazda,gasolina,automatica,4x2,particular,urbano,0,1,0,0,1,0,0,1
2021,82148,1400,Toyota,gasolina,automatica,4x2,publico,urbano,0,1,0,1,0,0,0,1
2003,138074,1000,Renault,diesel,automatica,4x2,particular,urbano,1,0,0,1,1,1,1,1
2009,279795,1400,Nissan,diesel,automatica,4x2,particular,urbano,0,0,0,1,1,1,0,0
2012,181183,1400,Fiat,diesel,manual,4x2,particular,urbano,0,0,0,1,1,1,0,0
2004,366575,1800,Toyota,gasolina,manual,4x2,particular,rural,1,1,1,1,1,1,1,1
2017,229781,2000,Ford,gasolina,automatica,4x2,publico,urbano,0,1,0,1,0,1,1,1
2019,106205,1200,Chevrolet,gas,manual,4x2,particular,rural,1,0,1,0,0,0,0,1
2013,219664,3000,Mitsubishi,gasolina,manual,4x2,particular,urbano,0,0,1,1,1,1,0,0
2015,158264,1500,Renault,gasolina,automatica,4x4,particular,urbano,0,0,0,1,0,0,1,0
2011,151215,2000,Mazda,gasolina,manual,4x2,particular,urbano,0,0,1,0,0,1,0,0
2005,300006,3500,Mitsubishi,gasolina,automatica,4x2,particular,rural,1,0,1,1,0,1,1,1
2023,30200,1500,Renault,gasolina,manual,4x2,publico,urbano,1,1,0,0,1,0,0,1
2011,221307,1000,Chevrolet,gasolina,automatica,4x2,particular,urbano,1,1,0,0,1,1,1,1
1999,437471,1000,Chevrolet,gasolina,manual,4x2,particular,urbano,1,0,1,0,1,1,0,0
